https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume USDT,tradecount
1608174000000,2020-12-17 03:00:00,LINK/USDT,13.64420000,13.79400000,13.33460000,13.38790000,479801.97000000,6488694.56374400,11690
1608170400000,2020-12-17 02:00:00,LINK/USDT,13.59250000,13.66570000,13.53290000,13.63450000,173477.96000000,2361226.98309900,3779
1608166800000,2020-12-17 01:00:00,LINK/USDT,13.58500000,13.69740000,13.52780000,13.59380000,256667.26000000,3490812.37578800,6946
1608163200000,2020-12-17 00:00:00,LINK/USDT,13.48400000,13.80630000,13.48080000,13.58280000,553415.72000000,7557290.26915800,14342
1608159600000,2020-12-16 23:00:00,LINK/USDT,13.40980000,13.50000000,13.26490000,13.48520000,390248.98000000,5230479.58983600,8399
1608156000000,2020-12-16 22:00:00,LINK/USDT,13.32290000,13.49600000,13.31750000,13.40710000,296833.68000000,3982050.00091800,7635
1608152400000,2020-12-16 21:00:00,LINK/USDT,13.30880000,13.37340000,13.19500000,13.31810000,247936.64000000,3293906.28435900,5720
1608148800000,2020-12-16 20:00:00,LINK/USDT,13.28100000,13.35560000,13.24410000,13.30710000,161233.25000000,2145572.92783600,3661
1608145200000,2020-12-16 19:00:00,LINK/USDT,13.13640000,13.31880000,13.13180000,13.27640000,197558.43000000,2617206.46740000,4085
1608141600000,2020-12-16 18:00:00,LINK/USDT,13.19170000,13.27980000,13.09550000,13.13500000,199606.48000000,2636001.16155100,4333
1608138000000,2020-12-16 17:00:00,LINK/USDT,13.27290000,13.36000000,13.12590000,13.19670000,387873.96000000,5129005.74580700,8220
1608134400000,2020-12-16 16:00:00,LINK/USDT,13.19590000,13.42710000,13.19590000,13.27190000,566852.58000000,7547828.18524500,14530
1608130800000,2020-12-16 15:00:00,LINK/USDT,13.07890000,13.25000000,13.03000000,13.19600000,508838.12000000,6683548.27458100,11819
1608127200000,2020-12-16 14:00:00,LINK/USDT,12.98530000,13.30000000,12.90400000,13.08150000,1032889.83000000,13497543.65841900,25686
1608123600000,2020-12-16 13:00:00,LINK/USDT,12.50440000,12.98940000,12.46250000,12.97560000,622769.74000000,7896557.88034000,15137
1608120000000,2020-12-16 12:00:00,LINK/USDT,12.56380000,12.64990000,12.46750000,12.50000000,250154.42000000,3145531.10700700,5761
1608116400000,2020-12-16 11:00:00,LINK/USDT,12.65960000,12.68850000,12.53400000,12.56550000,210569.98000000,2651136.82418600,4630
1608112800000,2020-12-16 10:00:00,LINK/USDT,12.53660000,12.68020000,12.52220000,12.65730000,248868.25000000,3140907.41205200,5459
1608109200000,2020-12-16 09:00:00,LINK/USDT,12.55900000,12.56500000,12.48610000,12.53890000,93524.82000000,1171557.42926200,2594
1608105600000,2020-12-16 08:00:00,LINK/USDT,12.48820000,12.57160000,12.43200000,12.55880000,93570.69000000,1170475.79765700,3311
1608102000000,2020-12-16 07:00:00,LINK/USDT,12.50730000,12.51930000,12.46000000,12.48810000,68171.58000000,851655.12422500,2342
1608098400000,2020-12-16 06:00:00,LINK/USDT,12.42990000,12.52620000,12.40690000,12.51370000,91286.45000000,1139619.43868200,2798
1608094800000,2020-12-16 05:00:00,LINK/USDT,12.37260000,12.45360000,12.36680000,12.43590000,109017.83000000,1353260.45674100,3637
1608091200000,2020-12-16 04:00:00,LINK/USDT,12.41530000,12.45170000,12.36370000,12.37490000,81939.32000000,1016849.36465700,2513
1608087600000,2020-12-16 03:00:00,LINK/USDT,12.47620000,12.48090000,12.38540000,12.42150000,78045.59000000,970136.77854800,2475
1608084000000,2020-12-16 02:00:00,LINK/USDT,12.43790000,12.49750000,12.42380000,12.47290000,96994.24000000,1209264.36397700,2728
1608080400000,2020-12-16 01:00:00,LINK/USDT,12.40940000,12.46940000,12.31190000,12.43740000,233281.24000000,2890074.82087300,5725
1608076800000,2020-12-16 00:00:00,LINK/USDT,12.67860000,12.69030000,12.34230000,12.41270000,432195.70000000,5384705.30652600,10438
1608073200000,2020-12-15 23:00:00,LINK/USDT,12.70710000,12.74390000,12.61100000,12.68180000,106511.41000000,1351544.54118100,3033
1608069600000,2020-12-15 22:00:00,LINK/USDT,12.71520000,12.78010000,12.66850000,12.70810000,75018.73000000,953472.99618200,1684
1608066000000,2020-12-15 21:00:00,LINK/USDT,12.77200000,12.81440000,12.64040000,12.71470000,131223.68000000,1668202.46275500,3482
1608062400000,2020-12-15 20:00:00,LINK/USDT,12.77650000,12.84320000,12.73090000,12.77360000,123638.23000000,1581431.98273100,3186
1608058800000,2020-12-15 19:00:00,LINK/USDT,12.70400000,12.79990000,12.69020000,12.77900000,108798.80000000,1384560.97104600,2674
1608055200000,2020-12-15 18:00:00,LINK/USDT,12.68200000,12.71780000,12.64760000,12.70400000,89790.86000000,1139281.93117100,2267
1608051600000,2020-12-15 17:00:00,LINK/USDT,12.63090000,12.73440000,12.60230000,12.67860000,117820.44000000,1493875.54227500,3175
1608048000000,2020-12-15 16:00:00,LINK/USDT,12.62730000,12.70230000,12.56360000,12.63110000,112492.60000000,1419590.62504700,3039
1608044400000,2020-12-15 15:00:00,LINK/USDT,12.60610000,12.65930000,12.58370000,12.62640000,93608.91000000,1181745.10356200,2618
1608040800000,2020-12-15 14:00:00,LINK/USDT,12.70000000,12.76470000,12.58990000,12.60690000,219666.64000000,2781739.85712300,6128
1608037200000,2020-12-15 13:00:00,LINK/USDT,12.67580000,12.73710000,12.64170000,12.70000000,130925.48000000,1661436.56688200,3717
1608033600000,2020-12-15 12:00:00,LINK/USDT,12.71310000,12.76440000,12.65530000,12.68090000,102450.79000000,1301084.95941000,3709
1608030000000,2020-12-15 11:00:00,LINK/USDT,12.76720000,12.77560000,12.68240000,12.71650000,125722.15000000,1598834.49873000,3716
1608026400000,2020-12-15 10:00:00,LINK/USDT,12.64000000,12.79330000,12.57000000,12.76610000,165681.18000000,2103390.53653900,5133
1608022800000,2020-12-15 09:00:00,LINK/USDT,12.58310000,12.65000000,12.46590000,12.63900000,210685.46000000,2647018.77038000,5670
1608019200000,2020-12-15 08:00:00,LINK/USDT,12.63700000,12.64980000,12.55880000,12.58260000,100295.09000000,1264078.41492500,3253
1608015600000,2020-12-15 07:00:00,LINK/USDT,12.62540000,12.66480000,12.57220000,12.64110000,88821.75000000,1119858.68238000,2453
1608012000000,2020-12-15 06:00:00,LINK/USDT,12.59950000,12.63770000,12.55170000,12.62470000,105061.85000000,1323888.85301600,2913
1608008400000,2020-12-15 05:00:00,LINK/USDT,12.62760000,12.70280000,12.52590000,12.60540000,185909.11000000,2344773.09977600,5981
1608004800000,2020-12-15 04:00:00,LINK/USDT,12.86470000,12.88310000,12.60330000,12.62700000,199042.28000000,2536013.17262500,5981
1608001200000,2020-12-15 03:00:00,LINK/USDT,12.93460000,12.94650000,12.85360000,12.86480000,92325.91000000,1191319.83552100,3314
1607997600000,2020-12-15 02:00:00,LINK/USDT,12.80890000,13.02200000,12.79280000,12.93240000,224812.98000000,2906960.29542800,7292
1607994000000,2020-12-15 01:00:00,LINK/USDT,12.85990000,12.87850000,12.74980000,12.80580000,161326.93000000,2066441.03678100,4013
1607990400000,2020-12-15 00:00:00,LINK/USDT,12.85130000,12.88460000,12.80540000,12.85700000,130579.36000000,1676698.67449500,2942
1607986800000,2020-12-14 23:00:00,LINK/USDT,12.95050000,12.96740000,12.80220000,12.85020000,147858.29000000,1902387.60995300,3603
1607983200000,2020-12-14 22:00:00,LINK/USDT,12.85800000,12.98000000,12.82200000,12.95270000,161507.41000000,2084442.98504300,3519
1607979600000,2020-12-14 21:00:00,LINK/USDT,12.93090000,12.95250000,12.82820000,12.86000000,172822.21000000,2227410.15178000,3750
1607976000000,2020-12-14 20:00:00,LINK/USDT,12.80450000,12.94900000,12.77030000,12.92660000,182835.15000000,2350272.16078300,4422
1607972400000,2020-12-14 19:00:00,LINK/USDT,12.80980000,12.88740000,12.72860000,12.80120000,237947.92000000,3046120.48950200,5613
1607968800000,2020-12-14 18:00:00,LINK/USDT,12.55300000,12.81210000,12.55290000,12.81210000,237832.78000000,3020206.05624500,5367
1607965200000,2020-12-14 17:00:00,LINK/USDT,12.51930000,12.59090000,12.47030000,12.54610000,91819.04000000,1151221.97631100,1993
1607961600000,2020-12-14 16:00:00,LINK/USDT,12.60440000,12.66230000,12.49470000,12.52020000,122387.54000000,1536962.82821200,3338
1607958000000,2020-12-14 15:00:00,LINK/USDT,12.51170000,12.72140000,12.50940000,12.60120000,304385.61000000,3847318.72394700,6235
1607954400000,2020-12-14 14:00:00,LINK/USDT,12.55110000,12.56250000,12.42860000,12.51330000,222719.47000000,2783522.74823400,4154
1607950800000,2020-12-14 13:00:00,LINK/USDT,12.45940000,12.57860000,12.32380000,12.55300000,340492.36000000,4240991.97274300,8877
1607947200000,2020-12-14 12:00:00,LINK/USDT,12.46870000,12.53380000,12.40160000,12.46000000,193622.95000000,2411118.18467900,4164
1607943600000,2020-12-14 11:00:00,LINK/USDT,12.54340000,12.58900000,12.41000000,12.46870000,311303.07000000,3885793.73048800,8306
1607940000000,2020-12-14 10:00:00,LINK/USDT,12.75430000,12.77970000,12.51000000,12.54360000,178264.96000000,2252232.22327400,4329
1607936400000,2020-12-14 09:00:00,LINK/USDT,12.72910000,12.77990000,12.67060000,12.75450000,115787.04000000,1473220.53511800,2845
1607932800000,2020-12-14 08:00:00,LINK/USDT,12.67180000,12.76460000,12.65990000,12.72680000,122055.60000000,1551528.86823300,2591
1607929200000,2020-12-14 07:00:00,LINK/USDT,12.74960000,12.75130000,12.65260000,12.67590000,132863.83000000,1687859.58363600,2519
1607925600000,2020-12-14 06:00:00,LINK/USDT,12.66850000,12.75230000,12.66030000,12.74870000,103377.17000000,1314267.59561900,2393
1607922000000,2020-12-14 05:00:00,LINK/USDT,12.66490000,12.69820000,12.61600000,12.66340000,94205.88000000,1192751.03076500,2553
1607918400000,2020-12-14 04:00:00,LINK/USDT,12.88410000,12.88410000,12.63260000,12.66480000,257171.54000000,3275050.62383100,5564
1607914800000,2020-12-14 03:00:00,LINK/USDT,12.89100000,12.95530000,12.86610000,12.88500000,161607.61000000,2086863.56550200,4132
1607911200000,2020-12-14 02:00:00,LINK/USDT,12.78540000,12.90560000,12.70890000,12.89070000,194877.57000000,2499366.80079500,4228
1607907600000,2020-12-14 01:00:00,LINK/USDT,12.77510000,12.82490000,12.74270000,12.78490000,147206.64000000,1882009.85257700,3464
1607904000000,2020-12-14 00:00:00,LINK/USDT,12.93890000,12.96740000,12.71260000,12.77850000,294315.48000000,3776649.12158400,9671
1607900400000,2020-12-13 23:00:00,LINK/USDT,12.94610000,13.03360000,12.86780000,12.93920000,257172.36000000,3330313.15558800,4987
1607896800000,2020-12-13 22:00:00,LINK/USDT,13.02730000,13.06500000,12.82390000,12.94120000,263288.48000000,3401928.75586400,5189
1607893200000,2020-12-13 21:00:00,LINK/USDT,12.91820000,13.06500000,12.87670000,13.02980000,216656.58000000,2813137.53326600,4015
1607889600000,2020-12-13 20:00:00,LINK/USDT,12.99400000,13.03530000,12.82920000,12.92500000,357884.97000000,4621292.71188900,7367
1607886000000,2020-12-13 19:00:00,LINK/USDT,12.95030000,13.05530000,12.92060000,12.99730000,174974.31000000,2272130.30287400,4010
1607882400000,2020-12-13 18:00:00,LINK/USDT,12.97820000,12.98490000,12.90390000,12.94940000,203319.45000000,2630538.84367100,4521
1607878800000,2020-12-13 17:00:00,LINK/USDT,13.07350000,13.07760000,12.92940000,12.97910000,377323.99000000,4902993.30740700,8243
1607875200000,2020-12-13 16:00:00,LINK/USDT,12.59500000,13.26970000,12.59500000,13.07290000,948661.67000000,12333856.47635900,22074
1607871600000,2020-12-13 15:00:00,LINK/USDT,12.54430000,12.59510000,12.48560000,12.59320000,264548.02000000,3317209.92951700,6409
1607868000000,2020-12-13 14:00:00,LINK/USDT,12.60390000,12.60390000,12.50450000,12.54410000,154769.33000000,1941389.72576600,4066
1607864400000,2020-12-13 13:00:00,LINK/USDT,12.64460000,12.65000000,12.56460000,12.60390000,193950.15000000,2444055.32872700,4130
1607860800000,2020-12-13 12:00:00,LINK/USDT,12.62380000,12.68520000,12.58110000,12.63980000,197293.97000000,2493735.53877900,5246
1607857200000,2020-12-13 11:00:00,LINK/USDT,12.60990000,12.64510000,12.52580000,12.62470000,254446.66000000,3203879.95153800,5252
1607853600000,2020-12-13 10:00:00,LINK/USDT,12.58650000,12.69400000,12.55110000,12.60980000,288539.38000000,3639025.37590800,6607
1607850000000,2020-12-13 09:00:00,LINK/USDT,12.50190000,12.60000000,12.41450000,12.58580000,282532.67000000,3538516.72247200,6924
1607846400000,2020-12-13 08:00:00,LINK/USDT,12.39460000,12.52600000,12.38720000,12.50280000,315579.21000000,3930931.43504400,7106
1607842800000,2020-12-13 07:00:00,LINK/USDT,12.24320000,12.41470000,12.24320000,12.39280000,335779.96000000,4141908.88311500,7315
1607839200000,2020-12-13 06:00:00,LINK/USDT,12.11160000,12.26380000,12.11160000,12.24390000,154424.11000000,1882593.48696100,3036
1607835600000,2020-12-13 05:00:00,LINK/USDT,12.09990000,12.16260000,12.09430000,12.10920000,99261.45000000,1203559.27642300,2559
1607832000000,2020-12-13 04:00:00,LINK/USDT,12.07010000,12.13100000,12.03760000,12.09960000,120601.11000000,1459341.75243500,2454
1607828400000,2020-12-13 03:00:00,LINK/USDT,12.12520000,12.13750000,12.02100000,12.06960000,139276.49000000,1682613.77239900,3224
1607824800000,2020-12-13 02:00:00,LINK/USDT,12.13440000,12.14930000,12.07020000,12.12900000,83639.11000000,1013058.42682100,2281
1607821200000,2020-12-13 01:00:00,LINK/USDT,12.15960000,12.19270000,12.11100000,12.13400000,95398.09000000,1159335.46554100,2564
1607817600000,2020-12-13 00:00:00,LINK/USDT,12.22800000,12.43090000,12.12830000,12.15720000,257527.45000000,3161283.55441800,5842
1607814000000,2020-12-12 23:00:00,LINK/USDT,12.24900000,12.25430000,12.17610000,12.22590000,147195.31000000,1797590.21512800,3165
1607810400000,2020-12-12 22:00:00,LINK/USDT,12.28370000,12.32030000,12.22290000,12.24770000,131771.61000000,1617249.28926700,3028
1607806800000,2020-12-12 21:00:00,LINK/USDT,12.14600000,12.35290000,12.13250000,12.27880000,317594.25000000,3892831.81562300,6184
1607803200000,2020-12-12 20:00:00,LINK/USDT,12.08490000,12.21800000,12.05250000,12.14530000,177135.11000000,2148972.77618900,3963
1607799600000,2020-12-12 19:00:00,LINK/USDT,12.07240000,12.09800000,12.04700000,12.08130000,119945.36000000,1448222.14425200,3035
1607796000000,2020-12-12 18:00:00,LINK/USDT,11.96170000,12.10000000,11.95050000,12.07110000,218763.50000000,2631728.19535400,4040
1607792400000,2020-12-12 17:00:00,LINK/USDT,11.93070000,11.98380000,11.87780000,11.96110000,92585.27000000,1104284.25271600,2127
1607788800000,2020-12-12 16:00:00,LINK/USDT,11.91550000,11.99790000,11.91000000,11.93230000,151777.95000000,1815048.01011100,3024
1607785200000,2020-12-12 15:00:00,LINK/USDT,11.91750000,11.95800000,11.86660000,11.91790000,161506.76000000,1923377.70974100,2955
1607781600000,2020-12-12 14:00:00,LINK/USDT,11.98090000,12.03700000,11.85560000,11.91930000,203458.96000000,2429932.42229300,4459
1607778000000,2020-12-12 13:00:00,LINK/USDT,12.07160000,12.10000000,11.96880000,11.97880000,182829.66000000,2194754.24656400,3974
1607774400000,2020-12-12 12:00:00,LINK/USDT,12.13380000,12.15740000,12.06750000,12.07220000,100130.49000000,1212132.80612500,2007
1607770800000,2020-12-12 11:00:00,LINK/USDT,12.05440000,12.14050000,12.04840000,12.13390000,121749.72000000,1473216.07838900,2430
1607767200000,2020-12-12 10:00:00,LINK/USDT,12.10380000,12.12870000,12.05300000,12.05440000,142844.67000000,1725898.45677000,3059
1607763600000,2020-12-12 09:00:00,LINK/USDT,12.15760000,12.19790000,12.09410000,12.10720000,135477.89000000,1645422.87662400,3311
1607760000000,2020-12-12 08:00:00,LINK/USDT,12.22830000,12.26890000,12.11360000,12.16020000,170830.02000000,2081074.43834100,4466
1607756400000,2020-12-12 07:00:00,LINK/USDT,12.12740000,12.24240000,12.12170000,12.22520000,158407.85000000,1930683.38174900,3470
1607752800000,2020-12-12 06:00:00,LINK/USDT,12.06090000,12.12880000,12.05970000,12.12700000,138714.90000000,1676762.53684300,2745
1607749200000,2020-12-12 05:00:00,LINK/USDT,12.16100000,12.17990000,12.05120000,12.05930000,210734.37000000,2550587.60695600,4587
1607745600000,2020-12-12 04:00:00,LINK/USDT,12.08020000,12.18030000,12.06510000,12.16090000,204626.56000000,2479408.93563000,4545
1607742000000,2020-12-12 03:00:00,LINK/USDT,12.08670000,12.12000000,12.05880000,12.08230000,127638.82000000,1542920.18637700,2645
1607738400000,2020-12-12 02:00:00,LINK/USDT,12.06620000,12.13370000,12.03170000,12.08700000,122069.51000000,1473930.94016400,2811
1607734800000,2020-12-12 01:00:00,LINK/USDT,12.10680000,12.15250000,12.03600000,12.06790000,256798.42000000,3103868.26500400,5814
1607731200000,2020-12-12 00:00:00,LINK/USDT,11.63930000,12.12600000,11.60100000,12.10490000,599905.26000000,7142751.46268600,13197
1607727600000,2020-12-11 23:00:00,LINK/USDT,11.76120000,11.80490000,11.62630000,11.63350000,187405.85000000,2190985.85191800,3139
1607724000000,2020-12-11 22:00:00,LINK/USDT,11.68970000,11.84250000,11.68800000,11.76370000,177482.41000000,2091453.35152200,3483
1607720400000,2020-12-11 21:00:00,LINK/USDT,11.69140000,11.74780000,11.60000000,11.68820000,221265.33000000,2585401.71926500,3667
1607716800000,2020-12-11 20:00:00,LINK/USDT,11.65370000,11.72000000,11.57620000,11.69400000,182725.30000000,2131573.76618100,3185
1607713200000,2020-12-11 19:00:00,LINK/USDT,11.64120000,11.70690000,11.61400000,11.65350000,137796.47000000,1606110.50498100,2666
1607709600000,2020-12-11 18:00:00,LINK/USDT,11.56460000,11.68290000,11.51540000,11.64000000,153690.99000000,1781807.09426600,3125
1607706000000,2020-12-11 17:00:00,LINK/USDT,11.57620000,11.60700000,11.50050000,11.55830000,166827.72000000,1927608.58325100,3293
1607702400000,2020-12-11 16:00:00,LINK/USDT,11.75170000,11.75620000,11.55030000,11.57480000,209718.05000000,2436932.71890100,4530
1607698800000,2020-12-11 15:00:00,LINK/USDT,11.71320000,11.81000000,11.71080000,11.74840000,204153.75000000,2398295.05009400,3482
1607695200000,2020-12-11 14:00:00,LINK/USDT,11.64660000,11.74740000,11.62970000,11.71360000,233503.83000000,2726261.60860700,4279
1607691600000,2020-12-11 13:00:00,LINK/USDT,11.59500000,11.70890000,11.58600000,11.64670000,230239.09000000,2680398.11373300,3892
1607688000000,2020-12-11 12:00:00,LINK/USDT,11.50000000,11.63690000,11.46170000,11.59530000,233273.66000000,2700232.03308200,4263
1607684400000,2020-12-11 11:00:00,LINK/USDT,11.59600000,11.59770000,11.43000000,11.49990000,295946.87000000,3406332.38382000,6431
1607680800000,2020-12-11 10:00:00,LINK/USDT,11.65720000,11.72650000,11.50880000,11.59120000,194745.17000000,2264742.78655000,4366
1607677200000,2020-12-11 09:00:00,LINK/USDT,11.74000000,11.74840000,11.56470000,11.65720000,130358.63000000,1518069.30209700,3513
1607673600000,2020-12-11 08:00:00,LINK/USDT,11.67220000,11.83230000,11.66570000,11.73990000,188174.91000000,2211535.95212700,4000
1607670000000,2020-12-11 07:00:00,LINK/USDT,11.76030000,11.77000000,11.57660000,11.66870000,234385.77000000,2729212.21590700,4551
1607666400000,2020-12-11 06:00:00,LINK/USDT,11.79740000,11.87380000,11.71350000,11.76290000,149270.68000000,1760405.85009200,2988
1607662800000,2020-12-11 05:00:00,LINK/USDT,11.76770000,11.84700000,11.74000000,11.80110000,146647.63000000,1730541.25523600,2801
1607659200000,2020-12-11 04:00:00,LINK/USDT,11.80520000,11.83780000,11.70000000,11.76770000,94513.35000000,1112283.48985700,2369
1607655600000,2020-12-11 03:00:00,LINK/USDT,11.68340000,11.82480000,11.60550000,11.80740000,139962.13000000,1643664.10479000,3344
1607652000000,2020-12-11 02:00:00,LINK/USDT,11.75740000,11.80000000,11.66370000,11.67680000,147434.91000000,1728678.35009500,3221
1607648400000,2020-12-11 01:00:00,LINK/USDT,11.62940000,11.78940000,11.52000000,11.75740000,390008.52000000,4545368.18995600,9225
1607644800000,2020-12-11 00:00:00,LINK/USDT,11.91720000,11.98990000,11.55560000,11.63470000,563727.53000000,6610233.80552000,13226
1607641200000,2020-12-10 23:00:00,LINK/USDT,12.01890000,12.05290000,11.88330000,11.91720000,141755.87000000,1698076.07869900,3762
1607637600000,2020-12-10 22:00:00,LINK/USDT,12.04520000,12.09420000,12.00640000,12.02000000,113409.48000000,1365036.96663600,2378
1607634000000,2020-12-10 21:00:00,LINK/USDT,12.14720000,12.16450000,12.03050000,12.04520000,81074.99000000,981471.41229200,1978
1607630400000,2020-12-10 20:00:00,LINK/USDT,12.09920000,12.18980000,12.05210000,12.14790000,177935.96000000,2160476.16212600,3799
1607626800000,2020-12-10 19:00:00,LINK/USDT,12.06000000,12.12060000,11.98010000,12.09920000,149158.64000000,1795221.27334100,3116
1607623200000,2020-12-10 18:00:00,LINK/USDT,12.04670000,12.11130000,12.01260000,12.05490000,158292.37000000,1909090.92176300,2706
1607619600000,2020-12-10 17:00:00,LINK/USDT,12.04890000,12.07480000,11.98030000,12.04920000,114421.00000000,1376586.01119700,2839
1607616000000,2020-12-10 16:00:00,LINK/USDT,12.07240000,12.10430000,11.99470000,12.04960000,155236.03000000,1870044.79622300,3178
1607612400000,2020-12-10 15:00:00,LINK/USDT,12.02960000,12.07890000,11.85490000,12.07080000,266548.74000000,3189482.27135400,5976
1607608800000,2020-12-10 14:00:00,LINK/USDT,12.18230000,12.20290000,12.00240000,12.03030000,195605.34000000,2360795.03734100,4879
1607605200000,2020-12-10 13:00:00,LINK/USDT,12.20500000,12.21040000,12.02700000,12.18390000,264771.76000000,3208158.00172700,6271
1607601600000,2020-12-10 12:00:00,LINK/USDT,12.14450000,12.28040000,12.13190000,12.20520000,135688.66000000,1659535.15722200,2584
1607598000000,2020-12-10 11:00:00,LINK/USDT,12.14370000,12.21640000,12.10750000,12.14590000,80260.84000000,975913.86616300,1950
1607594400000,2020-12-10 10:00:00,LINK/USDT,12.17250000,12.21700000,12.11000000,12.14010000,167832.93000000,2040336.88982500,9170
1607590800000,2020-12-10 09:00:00,LINK/USDT,12.32430000,12.37240000,12.16440000,12.17500000,146236.14000000,1793758.53933700,3189
1607587200000,2020-12-10 08:00:00,LINK/USDT,12.26150000,12.38680000,12.25010000,12.32470000,124184.91000000,1532089.40033600,2712
1607583600000,2020-12-10 07:00:00,LINK/USDT,12.16900000,12.29880000,12.15920000,12.26150000,130078.50000000,1592899.83185600,10480
1607580000000,2020-12-10 06:00:00,LINK/USDT,12.29370000,12.32300000,12.16240000,12.16820000,128455.86000000,1569872.16755400,2921
1607576400000,2020-12-10 05:00:00,LINK/USDT,12.31300000,12.38040000,12.24460000,12.29230000,171008.14000000,2104170.12823700,4448
1607572800000,2020-12-10 04:00:00,LINK/USDT,12.36280000,12.47400000,12.30280000,12.31310000,181233.40000000,2241157.90331200,4109
1607569200000,2020-12-10 03:00:00,LINK/USDT,12.43470000,12.46260000,12.36010000,12.36390000,97607.67000000,1211984.32755600,2742
1607565600000,2020-12-10 02:00:00,LINK/USDT,12.50180000,12.54450000,12.40340000,12.43640000,107302.34000000,1338198.95176900,2988
1607562000000,2020-12-10 01:00:00,LINK/USDT,12.52050000,12.57980000,12.42500000,12.50380000,124502.79000000,1555975.63820300,3647
1607558400000,2020-12-10 00:00:00,LINK/USDT,12.62000000,12.67300000,12.51720000,12.52000000,156956.06000000,1975131.46673300,6156
1607554800000,2020-12-09 23:00:00,LINK/USDT,12.69200000,12.75370000,12.61110000,12.62120000,124838.18000000,1583779.94131600,3064
1607551200000,2020-12-09 22:00:00,LINK/USDT,12.58540000,12.82900000,12.57640000,12.69200000,251510.15000000,3200888.00869500,10074
1607547600000,2020-12-09 21:00:00,LINK/USDT,12.50880000,12.64990000,12.47160000,12.58600000,218184.66000000,2746142.36256800,10119
1607544000000,2020-12-09 20:00:00,LINK/USDT,12.38210000,12.56740000,12.38210000,12.51370000,195295.85000000,2437514.48988300,6475
1607540400000,2020-12-09 19:00:00,LINK/USDT,12.32390000,12.42130000,12.32390000,12.38240000,130290.52000000,1613093.34771700,2570
1607536800000,2020-12-09 18:00:00,LINK/USDT,12.44050000,12.49450000,12.29050000,12.31770000,150986.27000000,1869984.14006800,3619
1607533200000,2020-12-09 17:00:00,LINK/USDT,12.39550000,12.53890000,12.32400000,12.44300000,366401.94000000,4556702.29433300,7660
1607529600000,2020-12-09 16:00:00,LINK/USDT,12.31450000,12.40000000,12.16780000,12.39480000,270242.63000000,3319170.55315800,5473
1607526000000,2020-12-09 15:00:00,LINK/USDT,12.39700000,12.41180000,12.22970000,12.31070000,182738.66000000,2247861.68446300,3427
1607522400000,2020-12-09 14:00:00,LINK/USDT,12.39160000,12.43940000,12.32400000,12.39630000,234463.56000000,2905320.97869200,4692
1607518800000,2020-12-09 13:00:00,LINK/USDT,12.21560000,12.39750000,12.17550000,12.39000000,255396.87000000,3134614.08139600,5559
1607515200000,2020-12-09 12:00:00,LINK/USDT,12.22260000,12.38800000,12.18420000,12.21330000,343261.34000000,4214354.35997400,7644
1607511600000,2020-12-09 11:00:00,LINK/USDT,12.22140000,12.33130000,12.15900000,12.22260000,244523.23000000,2989625.36413800,5143
1607508000000,2020-12-09 10:00:00,LINK/USDT,12.13010000,12.25520000,12.02620000,12.22040000,322030.21000000,3918694.63088300,6408
1607504400000,2020-12-09 09:00:00,LINK/USDT,11.90350000,12.15000000,11.90240000,12.13360000,406613.36000000,4892446.64590700,8928
1607500800000,2020-12-09 08:00:00,LINK/USDT,11.71710000,11.93580000,11.57260000,11.89720000,626501.31000000,7365196.95013200,13004
1607497200000,2020-12-09 07:00:00,LINK/USDT,12.04230000,12.05460000,11.67130000,11.71850000,297340.82000000,3527339.17934400,6054
1607493600000,2020-12-09 06:00:00,LINK/USDT,11.93950000,12.06130000,11.93160000,12.04230000,185006.38000000,2220930.18552200,3249
1607490000000,2020-12-09 05:00:00,LINK/USDT,11.92670000,11.98770000,11.86030000,11.93940000,209991.76000000,2506475.75647800,4402
1607486400000,2020-12-09 04:00:00,LINK/USDT,11.97560000,12.02100000,11.88230000,11.91860000,157921.08000000,1887775.45211100,3240
1607482800000,2020-12-09 03:00:00,LINK/USDT,11.96090000,12.02010000,11.87150000,11.97610000,164070.01000000,1959777.60922000,4044
1607479200000,2020-12-09 02:00:00,LINK/USDT,11.82770000,12.03760000,11.76540000,11.96090000,306565.25000000,3655304.29944600,7569
1607475600000,2020-12-09 01:00:00,LINK/USDT,11.83760000,11.99230000,11.61110000,11.82510000,600230.13000000,7072226.14288000,14908
1607472000000,2020-12-09 00:00:00,LINK/USDT,12.12800000,12.17040000,11.83000000,11.83770000,536395.07000000,6439967.12080000,10584
1607468400000,2020-12-08 23:00:00,LINK/USDT,12.00550000,12.23580000,12.00000000,12.13560000,341200.15000000,4134245.65205800,7200
1607464800000,2020-12-08 22:00:00,LINK/USDT,12.26800000,12.33610000,12.00240000,12.01280000,286786.46000000,3490659.22672100,6234
1607461200000,2020-12-08 21:00:00,LINK/USDT,12.20050000,12.34370000,12.16160000,12.26800000,302516.84000000,3707371.41100000,6403
1607457600000,2020-12-08 20:00:00,LINK/USDT,12.51090000,12.56320000,12.15420000,12.19800000,483415.41000000,5966156.43913000,11850
1607454000000,2020-12-08 19:00:00,LINK/USDT,12.51160000,12.62800000,12.50310000,12.51310000,131956.18000000,1656874.63498100,2274
1607450400000,2020-12-08 18:00:00,LINK/USDT,12.66910000,12.67210000,12.50790000,12.51290000,85369.85000000,1073993.04537300,2392
